Category,Numerical,Description,Salary,Rating,Boolean
Category C,190,Lorem ipsum dolor sit amet,112272,4,False 
Category A,232,Consectetur adipiscing elit,114872,4,False 
Category A,472,Lorem ipsum dolor sit amet,58565,4,False 
Category B,423,Lorem ipsum dolor sit amet,119478,4,False 
Category B,643,Consectetur adipiscing elit,118140,4,False 
Category A,693,Lorem ipsum dolor sit amet,90133,4,False 
Category C,330,Lorem ipsum dolor sit amet,45519,4,False 
Category B,306,Lorem ipsum dolor sit amet,66956,4,False 
Category B,555,Consectetur adipiscing elit,92688,4,False 
Category B,98,Lorem ipsum dolor sit amet,108529,4,False 
Category C,351,Lorem ipsum dolor sit amet,70382,4,False 
Category B,570,Consectetur adipiscing elit,82441,4,False 
Category C,403,Consectetur adipiscing elit,92361,4,False 
Category A,364,Consectetur adipiscing elit,77813,4,False 
Category B,751,Ut labore et dolore magna aliqua,107053,4,False 
Category C,452,Sed do eiusmod tempor incididunt,87216,4,False 
Category A,348,Consectetur adipiscing elit,105874,4,False 
Category C,483,Sed do eiusmod tempor incididunt,70407,4,False 
Category C,846,Lorem ipsum dolor sit amet,94114,4,False 
Category C,420,Lorem ipsum dolor sit amet,30188,4,False 
Category A,198,Ut labore et dolore magna aliqua,54050,4,False 
Category C,189,Lorem ipsum dolor sit amet,93967,4,False 
Category B,917,Ut labore et dolore magna aliqua,83230,4,False 
Category B,391,Lorem ipsum dolor sit amet,108237,4,False 
Category A,306,Ut labore et dolore magna aliqua,76115,4,False 
Category A,280,Lorem ipsum dolor sit amet,75618,4,False 
Category A,333,Lorem ipsum dolor sit amet,86341,4,False 
Category A,526,Consectetur adipiscing elit,72655,4,False 
Category B,398,Ut labore et dolore magna aliqua,102756,4,False 
Category A,603,Consectetur adipiscing elit,77546,4,False 
Category C,931,Ut labore et dolore magna aliqua,43986,4,False 
Category C,752,Lorem ipsum dolor sit amet,100341,4,False 
Category B,37,Lorem ipsum dolor sit amet,99932,4,False 
Category B,636,Sed do eiusmod tempor incididunt,41691,4,False 
Category A,188,Consectetur adipiscing elit,96194,4,False 
Category A,753,Consectetur adipiscing elit,112724,4,False 
Category C,734,Lorem ipsum dolor sit amet,48783,4,False 
Category B,651,Sed do eiusmod tempor incididunt,101886,4,False 
Category A,770,Sed do eiusmod tempor incididunt,105462,4,False 
Category B,635,Consectetur adipiscing elit,102361,4,False 
Category A,980,Ut labore et dolore magna aliqua,35008,4,False 
Category B,27,Ut labore et dolore magna aliqua,44550,4,False 
Category A,350,Ut labore et dolore magna aliqua,118624,4,False 
Category A,421,Consectetur adipiscing elit,71265,4,False 
Category B,273,Ut labore et dolore magna aliqua,90663,4,False 
Category B,389,Consectetur adipiscing elit,30539,4,False 
Category C,145,Ut labore et dolore magna aliqua,73344,4,False 
Category C,156,Ut labore et dolore magna aliqua,119401,4,False 
Category A,985,Sed do eiusmod tempor incididunt,39424,4,False 
Category B,111,Lorem ipsum dolor sit amet,41219,4,False 
Category B,488,Lorem ipsum dolor sit amet,51908,4,False 
Category C,145,Ut labore et dolore magna aliqua,33993,4,False 
Category C,688,Ut labore et dolore magna aliqua,97776,4,False 
Category B,205,Ut labore et dolore magna aliqua,30361,4,False 
Category A,585,Lorem ipsum dolor sit amet,47680,4,False 
Category C,551,Sed do eiusmod tempor incididunt,78744,4,False 
Category C,186,Consectetur adipiscing elit,70046,4,False 
Category B,580,Lorem ipsum dolor sit amet,40956,4,False 
Category A,561,Ut labore et dolore magna aliqua,63168,4,False 
Category B,158,Sed do eiusmod tempor incididunt,36748,4,False 
Category A,372,Consectetur adipiscing elit,35144,4,False 
Category C,806,Ut labore et dolore magna aliqua,112104,4,False 
Category C,259,Lorem ipsum dolor sit amet,32811,4,False 
Category C,604,Ut labore et dolore magna aliqua,75363,4,False 
Category B,668,Ut labore et dolore magna aliqua,50628,4,False 
Category C,95,Lorem ipsum dolor sit amet,46387,4,False 
Category A,339,Consectetur adipiscing elit,53833,4,False 
Category B,461,Consectetur adipiscing elit,43373,4,False 
Category B,227,Ut labore et dolore magna aliqua,81498,4,False 
Category A,456,Sed do eiusmod tempor incididunt,93786,4,False 
Category A,998,Ut labore et dolore magna aliqua,64514,4,False 
Category C,55,Sed do eiusmod tempor incididunt,63173,4,False 
Category B,179,Ut labore et dolore magna aliqua,106626,4,False 
Category C,898,Consectetur adipiscing elit,38221,4,False 
Category B,440,Consectetur adipiscing elit,60216,4,False 
Category A,355,Sed do eiusmod tempor incididunt,39934,4,False 
Category A,797,Consectetur adipiscing elit,92029,4,False 
Category B,458,Sed do eiusmod tempor incididunt,41098,4,False 
Category C,95,Ut labore et dolore magna aliqua,53574,4,False 
Category A,464,Ut labore et dolore magna aliqua,49616,4,False 
Category A,46,Ut labore et dolore magna aliqua,42465,4,False 
Category C,504,Ut labore et dolore magna aliqua,81096,4,False 
Category A,879,Sed do eiusmod tempor incididunt,80532,4,False 
Category A,718,Sed do eiusmod tempor incididunt,32486,4,False 
Category B,343,Lorem ipsum dolor sit amet,71769,4,False 
Category B,122,Ut labore et dolore magna aliqua,113988,4,False 
Category B,924,Sed do eiusmod tempor incididunt,73801,4,False 
Category B,804,Sed do eiusmod tempor incididunt,112109,4,False 
Category A,39,Lorem ipsum dolor sit amet,81800,4,False 
Category A,706,Ut labore et dolore magna aliqua,77111,4,False 
Category B,238,Consectetur adipiscing elit,79772,4,False 
Category C,664,Consectetur adipiscing elit,101615,4,False 
Category C,62,Lorem ipsum dolor sit amet,36303,4,False 
Category C,73,Consectetur adipiscing elit,34843,4,False 
Category C,387,Sed do eiusmod tempor incididunt,89284,4,False 
Category A,193,Sed do eiusmod tempor incididunt,65239,4,False 
Category B,118,Consectetur adipiscing elit,56710,4,False 
Category B,197,Ut labore et dolore magna aliqua,69571,4,False 
Category B,158,Lorem ipsum dolor sit amet,92376,4,False 
Category A,668,Ut labore et dolore magna aliqua,35493,4,False 
Category A,949,Lorem ipsum dolor sit amet,65703,4,False 
Category A,538,Ut labore et dolore magna aliqua,117951,4,False 
Category B,580,Ut labore et dolore magna aliqua,99987,4,False 
Category C,81,Ut labore et dolore magna aliqua,101094,4,False 
Category B,5,Consectetur adipiscing elit,68177,4,False 
Category B,951,Ut labore et dolore magna aliqua,46899,4,False 
Category A,792,Ut labore et dolore magna aliqua,80556,4,False 
Category A,598,Lorem ipsum dolor sit amet,87188,4,False 
Category C,689,Consectetur adipiscing elit,100395,4,False 
Category A,670,Lorem ipsum dolor sit amet,109617,4,False 
Category A,418,Ut labore et dolore magna aliqua,62888,4,False 
Category B,24,Sed do eiusmod tempor incididunt,72041,4,False 
Category B,958,Sed do eiusmod tempor incididunt,101395,4,False 
Category B,611,Sed do eiusmod tempor incididunt,78395,4,False 
Category B,862,Ut labore et dolore magna aliqua,31029,4,False 
Category B,220,Ut labore et dolore magna aliqua,117439,4,False 
Category C,746,Consectetur adipiscing elit,51786,4,False 
Category C,267,Consectetur adipiscing elit,74090,4,False 
Category B,241,Lorem ipsum dolor sit amet,66665,4,False 
Category A,153,Ut labore et dolore magna aliqua,99998,4,False 
Category B,446,Ut labore et dolore magna aliqua,71812,4,False 
Category A,175,Sed do eiusmod tempor incididunt,52081,4,False 
Category A,983,Sed do eiusmod tempor incididunt,49916,4,False 
Category B,630,Ut labore et dolore magna aliqua,39120,4,False 
Category C,603,Sed do eiusmod tempor incididunt,88430,4,False 
Category B,308,Lorem ipsum dolor sit amet,105747,4,False 
Category C,52,Lorem ipsum dolor sit amet,83759,4,False 
Category A,237,Sed do eiusmod tempor incididunt,117563,4,False 
Category C,867,Consectetur adipiscing elit,95169,4,False 
Category C,390,Consectetur adipiscing elit,32226,4,False 
Category C,960,Ut labore et dolore magna aliqua,88691,4,False 
Category B,179,Sed do eiusmod tempor incididunt,75376,4,False 
Category B,911,Consectetur adipiscing elit,84734,4,False 
Category B,456,Ut labore et dolore magna aliqua,67401,4,False 
Category A,670,Sed do eiusmod tempor incididunt,41549,4,False 
Category C,472,Sed do eiusmod tempor incididunt,57680,4,False 
Category C,753,Consectetur adipiscing elit,55400,4,False 
Category B,491,Consectetur adipiscing elit,42361,4,False 
Category B,488,Lorem ipsum dolor sit amet,54263,4,False 
Category B,661,Consectetur adipiscing elit,35520,4,False 
Category A,258,Consectetur adipiscing elit,64376,4,False 
Category A,821,Consectetur adipiscing elit,46642,4,False 
Category C,70,Consectetur adipiscing elit,58727,4,False 
Category A,627,Consectetur adipiscing elit,110597,4,False 
Category B,886,Lorem ipsum dolor sit amet,70656,4,False 
Category C,763,Lorem ipsum dolor sit amet,96554,4,False 
Category C,886,Lorem ipsum dolor sit amet,59896,4,False 
Category B,768,Ut labore et dolore magna aliqua,108925,4,False 
Category A,445,Ut labore et dolore magna aliqua,112486,4,False 
Category B,830,Consectetur adipiscing elit,48352,4,False 
Category C,776,Consectetur adipiscing elit,74908,4,False 
Category A,454,Lorem ipsum dolor sit amet,39194,4,False 
Category A,666,Lorem ipsum dolor sit amet,106721,4,False 
Category B,198,Sed do eiusmod tempor incididunt,70017,4,False 
Category B,898,Lorem ipsum dolor sit amet,44103,4,False 
Category A,370,Consectetur adipiscing elit,55347,4,False 
Category B,496,Ut labore et dolore magna aliqua,63152,4,False 
Category A,265,Consectetur adipiscing elit,99133,4,False 
Category B,769,Ut labore et dolore magna aliqua,49850,4,False 
Category A,806,Consectetur adipiscing elit,90609,4,False 
Category B,170,Sed do eiusmod tempor incididunt,51908,4,False 
Category B,682,Lorem ipsum dolor sit amet,82589,4,False 
Category C,440,Lorem ipsum dolor sit amet,66520,4,False 
Category B,741,Consectetur adipiscing elit,102595,4,False 
Category C,863,Ut labore et dolore magna aliqua,88856,4,False 
Category A,422,Lorem ipsum dolor sit amet,42466,4,False 
Category C,584,Ut labore et dolore magna aliqua,35551,4,False 
Category C,614,Ut labore et dolore magna aliqua,48463,4,False 
Category A,732,Ut labore et dolore magna aliqua,118494,4,False 
Category C,554,Lorem ipsum dolor sit amet,49120,4,False 
Category A,882,Sed do eiusmod tempor incididunt,50421,4,False 
Category A,249,Ut labore et dolore magna aliqua,51538,4,False 
Category B,151,Sed do eiusmod tempor incididunt,30557,4,False 
Category A,99,Sed do eiusmod tempor incididunt,100199,4,False 
Category B,149,Lorem ipsum dolor sit amet,31714,4,False 
Category B,600,Consectetur adipiscing elit,86789,4,False 
Category A,31,Ut labore et dolore magna aliqua,98170,4,False 
Category A,292,Lorem ipsum dolor sit amet,34977,4,False 
Category C,171,Sed do eiusmod tempor incididunt,41492,4,False 
Category B,426,Lorem ipsum dolor sit amet,119100,4,False 
Category B,66,Lorem ipsum dolor sit amet,117025,4,False 
Category C,359,Consectetur adipiscing elit,112011,4,False 
Category B,86,Consectetur adipiscing elit,85786,4,False 
Category A,629,Lorem ipsum dolor sit amet,104605,4,False 
Category C,695,Sed do eiusmod tempor incididunt,72224,4,False 
Category B,410,Consectetur adipiscing elit,117628,4,False 
Category A,689,Consectetur adipiscing elit,107721,4,False 
Category A,912,Consectetur adipiscing elit,31956,4,False 
Category C,242,Lorem ipsum dolor sit amet,30973,4,False 
Category B,866,Lorem ipsum dolor sit amet,56579,4,False 
Category B,870,Lorem ipsum dolor sit amet,53655,4,False 
Category C,676,Lorem ipsum dolor sit amet,115780,4,False 
Category C,84,Sed do eiusmod tempor incididunt,86619,4,False 
Category A,706,Lorem ipsum dolor sit amet,39435,4,False 
Category C,788,Consectetur adipiscing elit,61272,4,False 
Category B,498,Lorem ipsum dolor sit amet,98363,4,False 
Category A,645,Lorem ipsum dolor sit amet,33438,4,False 
Category C,248,Sed do eiusmod tempor incididunt,81113,4,False 
Category C,44,Ut labore et dolore magna aliqua,112285,4,False 
Category C,952,Lorem ipsum dolor sit amet,100090,4,False 
Category A,337,Lorem ipsum dolor sit amet,50789,4,False 
Category C,571,Consectetur adipiscing elit,68940,4,False 
Category B,400,Ut labore et dolore magna aliqua,54217,4,False 
Category C,284,Lorem ipsum dolor sit amet,82729,4,False 
Category B,292,Lorem ipsum dolor sit amet,45649,4,False 
Category C,249,Ut labore et dolore magna aliqua,94599,4,False 
Category C,806,Lorem ipsum dolor sit amet,85429,4,False 
Category B,812,Consectetur adipiscing elit,50871,4,False 
Category C,287,Consectetur adipiscing elit,87667,4,False 
Category B,729,Consectetur adipiscing elit,70655,4,False 
Category C,859,Lorem ipsum dolor sit amet,32835,4,False 
Category B,70,Sed do eiusmod tempor incididunt,91789,4,False 
Category B,909,Lorem ipsum dolor sit amet,104415,4,False 
Category B,790,Sed do eiusmod tempor incididunt,94074,4,False 
Category A,778,Sed do eiusmod tempor incididunt,56750,4,False 
Category A,641,Sed do eiusmod tempor incididunt,33167,4,False 
Category A,110,Consectetur adipiscing elit,91725,4,False 
Category B,21,Ut labore et dolore magna aliqua,48099,4,False 
Category C,677,Sed do eiusmod tempor incididunt,105706,4,False 
Category B,915,Lorem ipsum dolor sit amet,62601,4,False 
Category C,165,Ut labore et dolore magna aliqua,64440,4,False 
Category A,232,Sed do eiusmod tempor incididunt,78432,4,False 
Category B,736,Ut labore et dolore magna aliqua,88697,4,False 
Category B,677,Lorem ipsum dolor sit amet,89714,4,False 
Category B,242,Sed do eiusmod tempor incididunt,34504,4,False 
Category C,995,Ut labore et dolore magna aliqua,39471,4,False 
Category C,810,Consectetur adipiscing elit,35426,4,False 
Category B,213,Sed do eiusmod tempor incididunt,59347,4,False 
Category C,475,Lorem ipsum dolor sit amet,116917,4,False 
Category A,6,Lorem ipsum dolor sit amet,69444,4,False 
Category C,747,Lorem ipsum dolor sit amet,117184,4,False 
Category C,356,Ut labore et dolore magna aliqua,95223,4,False 
Category B,38,Sed do eiusmod tempor incididunt,36912,4,False 
Category B,428,Consectetur adipiscing elit,61107,4,False 
Category B,803,Consectetur adipiscing elit,114011,4,False 
Category C,548,Ut labore et dolore magna aliqua,81050,4,False 
Category B,204,Lorem ipsum dolor sit amet,57802,4,False 
Category A,264,Lorem ipsum dolor sit amet,62359,4,False 
Category C,336,Sed do eiusmod tempor incididunt,31884,4,False 
Category A,577,Lorem ipsum dolor sit amet,91699,4,False 
Category A,824,Lorem ipsum dolor sit amet,37676,4,False 
Category A,864,Ut labore et dolore magna aliqua,106108,4,False 
Category A,214,Lorem ipsum dolor sit amet,37383,4,False 
Category A,640,Ut labore et dolore magna aliqua,48054,4,False 
Category B,960,Ut labore et dolore magna aliqua,49421,4,False 
Category C,982,Lorem ipsum dolor sit amet,71400,4,False 
Category B,586,Sed do eiusmod tempor incididunt,114572,4,False 
Category A,367,Lorem ipsum dolor sit amet,34480,4,False 
Category C,580,Lorem ipsum dolor sit amet,77154,4,False 
Category B,437,Consectetur adipiscing elit,76009,4,False 
Category A,894,Lorem ipsum dolor sit amet,45811,4,False 
Category C,394,Consectetur adipiscing elit,90431,4,False 
Category C,727,Sed do eiusmod tempor incididunt,51095,4,False 
Category B,281,Lorem ipsum dolor sit amet,73243,4,False 
Category C,648,Ut labore et dolore magna aliqua,30720,4,False 
Category A,846,Consectetur adipiscing elit,58911,4,False 
Category C,206,Lorem ipsum dolor sit amet,37234,4,False 
Category A,795,Ut labore et dolore magna aliqua,113183,4,False 
Category C,881,Sed do eiusmod tempor incididunt,42946,4,False 
Category C,777,Lorem ipsum dolor sit amet,100314,4,False 
Category C,107,Consectetur adipiscing elit,31418,4,False 
Category C,268,Lorem ipsum dolor sit amet,31124,4,False 
Category C,583,Lorem ipsum dolor sit amet,111449,4,False 
Category C,282,Consectetur adipiscing elit,80544,4,False 
Category B,752,Sed do eiusmod tempor incididunt,68658,4,False 
Category C,752,Consectetur adipiscing elit,34021,4,False 
Category C,838,Lorem ipsum dolor sit amet,47180,4,False 
Category C,880,Sed do eiusmod tempor incididunt,67573,4,False 
Category A,282,Consectetur adipiscing elit,40650,4,False 
Category A,54,Lorem ipsum dolor sit amet,76667,4,False 
Category B,812,Lorem ipsum dolor sit amet,118768,4,False 
Category B,341,Sed do eiusmod tempor incididunt,119049,4,False 
Category A,951,Consectetur adipiscing elit,56603,4,False 
